-1.495928099977940073e-01 1.724539798119400016e-02 3.918585924559999777e-04 -3.535245496970000211e-04 -1.272491808326349894e+00 -2.108564324110000069e-04 -2.012346868694999975e-03 -3.303151221957999987e-03 7.060988845645039813e-01 8.327761400722379914e-01
-2.691085937977000068e-03 2.095061211575800081e-02 -4.888561328359999816e-04 -8.786621004190000445e-04 -1.248525638680439087e+00 1.277638554091900004e-02 -2.958351882141000127e-03 -6.161893992019999667e-04 7.380821942991659945e-01 1.408103244223879891e+00
-1.590636299925200087e-02 4.979421183594999814e-03 -2.428536352029999951e-04 -3.248693333259999763e-04 -1.265800361583740985e+00 -9.373356509695000838e-03 -3.684112695136999849e-03 1.687070329422000027e-03 7.129086498292810381e-01 2.245038639899899824e+00
-1.866852869657610048e-01 1.160062081018899995e-02 -8.007565995210000256e-04 -1.993341147531000040e-03 -1.359582193248904058e+00 2.241003728853499868e-02 -6.422085800730999855e-03 -1.367176247495000083e-03 7.371324882583749627e-01 2.027147101888718161e+00
-1.333245438533330052e-01 -9.138311767652000650e-03 5.863188539590000366e-04 3.184229606819999965e-04 -1.312701718039287924e+00 -9.229408808610000499e-04 -7.797205526184999846e-03 1.984292272799999897e-04 7.071030914504099485e-01 1.479258171165100055e+00
-8.133066948296099885e-02 1.295930479458999932e-02 -1.832161790209999985e-04 1.845395667770000103e-04 -1.289089384141731021e+00 1.291180987065100073e-02 1.226869115858999918e-03 -4.947251638751999810e-03 7.099304384483350328e-01 7.879106509731339525e-01
-6.691345772024100136e-02 1.023575421522800004e-02 -2.885712646499999999e-05 -2.378989710738999962e-03 -1.335744894179798914e+00 8.154096885996000091e-03 -1.323533478211000097e-03 -4.840216172311000153e-03 7.420042659495680315e-01 2.450729890690526158e+00
-1.104540699364320033e-01 2.169025451079700101e-02 -8.486500245209999778e-04 -5.647324165950000060e-04 -1.378832100892096957e+00 -2.588643325402999965e-03 -2.519773098200000215e-04 -4.309431964156999750e-03 7.311680232848409844e-01 2.316301735783667937e+00
-1.348851490264899866e-01 -1.182784088435999935e-03 -7.337913320919999720e-04 -2.354813166613000178e-03 -1.345095231688550053e+00 1.463235298254900001e-02 -6.593963196480000233e-03 -9.326732559780000469e-04 7.144504273968339536e-01 1.963303773167111910e+00
-7.925037391069099380e-02 1.708480734950600100e-02 -3.050758376600000139e-05 -3.061959970193000105e-03 -1.367093265868237983e+00 2.366177987068299876e-02 -1.206148577378400068e-02 -3.965604786354000322e-03 7.059529142676409519e-01 2.361006574227606070e+00
-1.029427090981809984e-01 -8.969235703550000258e-03 -6.964069727649999531e-04 -1.043206120471000010e-03 -1.311542556300745010e+00 -2.638134746653000157e-03 2.251379694838000038e-03 -4.054566904683000288e-03 7.133102084803839560e-01 7.167815227186580262e-01
-1.932971219217599901e-01 -8.662093006089999214e-03 1.082531672130000061e-04 2.782648408849999950e-04 -1.279689144904678111e+00 -7.042606447879999664e-04 1.747173932729000024e-03 -2.138056705159999994e-03 7.224431710907910364e-01 1.871200168620613891e+00
-1.782731710587880103e-01 1.403909795930799974e-02 -4.914609553919999834e-04 -5.730532948230000149e-04 -1.283568798915105003e+00 -9.299972829862999599e-03 8.092046713859999633e-04 -2.808051680936000070e-03 7.023942127386240131e-01 2.357205131940673937e+00
