-3.824606583063799858e-02 5.286951714518000126e-03 3.290790820835300112e-02 9.664705261518399815e-02 -1.351413752408900035e-02 2.694872837011599853e-02 -4.403166749306999805e-02 8.551727384741300564e-02 1.249835918776590060e-01 3.746602574906999963e-03
-1.028354062017730053e-01 2.222971459149400072e-02 1.396184076885439995e-01 1.200037098752859965e-01 -3.360906451123200217e-02 5.577367569477399700e-02 -8.694592205511800231e-02 1.301532842522659938e-01 3.259617764609999968e-01 1.029010871734100004e-02
-9.321752861791600397e-02 5.015658002976400298e-02 1.256820240531330013e-01 6.419563725513699470e-02 -2.818498792576699941e-02 6.100434578934099683e-02 -8.417323769911000397e-02 1.084140124253869936e-01 3.236553624515169925e-01 1.040680892069200010e-02
-7.066780827284099842e-02 -3.738799473752699859e-02 1.710806035680809967e-01 1.678286548094100050e-01 -1.677033288283600113e-02 9.636398438435600511e-02 -1.337204101820229918e-01 1.458863741068960052e-01 3.583923258689369895e-01 1.303886096445800065e-02
-8.335637265228500181e-02 -4.961012634590700188e-02 2.029599777722659870e-01 2.303756976175140025e-01 -3.204078202869199699e-02 9.136663230365700550e-02 -7.837963733700399616e-02 1.647268904218180119e-01 3.984604797709779822e-01 9.027311140469000683e-03
-2.584272891065399896e-02 2.398006528234000213e-03 2.373782812268699846e-02 4.345858269405000057e-02 -1.072539466644100055e-02 1.242757081532100058e-02 -1.279226306929599939e-02 4.628875396201399817e-02 6.475311616478800214e-02 1.735763082914000078e-03
-9.755845313066199842e-02 5.427991324049900174e-02 1.679804108654240069e-01 6.046042258887600329e-02 -1.470257070116199986e-02 1.024080463722369938e-01 -9.675265791100999546e-02 1.049180755892600014e-01 3.194909206452429817e-01 1.257117462338199973e-02
-8.300588361689799355e-02 3.387872200230399727e-02 1.581638516842540088e-01 1.061390322592119934e-01 -1.481387177910000082e-02 1.006874265907569954e-01 -1.203904365435080059e-01 1.181676878053700003e-01 3.472746441612840074e-01 1.296775560641500076e-02
-8.636912235588199704e-02 -5.912171065706999656e-03 1.953130270926820011e-01 1.830437849375810000e-01 -2.511763415773600114e-02 1.050863218427560003e-01 -1.108160261164150007e-01 1.577125113608059959e-01 4.162054237493760245e-01 1.185603436172599952e-02
-9.866902227712999462e-02 5.169252655851099693e-02 1.567673167144799928e-01 7.824233823592099957e-02 -2.250463347424800156e-02 9.857632613925200460e-02 -1.083694446310310006e-01 1.058789855762249932e-01 4.252642467242320201e-01 1.385448836884000008e-02
-6.186684391593900295e-02 -8.037630631444600549e-02 1.545755755012369892e-01 1.406069935460169951e-01 -2.417081687321200045e-02 4.027197376959999742e-02 1.334194647429200013e-02 1.332810088747700059e-02 2.177974624160839978e-01 3.196865820420999923e-03
-7.741094837938500284e-02 -5.966540669769899996e-02 2.442010283406599869e-01 2.154980859781029934e-01 -2.781620778639500025e-02 1.089192701172229938e-01 -9.954364712295500628e-02 1.517026767535520071e-01 4.196807976115770056e-01 1.114409265742699953e-02
-5.960135215804299863e-02 1.870411457453999976e-02 1.906100433007660022e-01 1.658903142873429937e-01 -2.127576848045800023e-02 1.152017646322090055e-01 -1.374242575470639993e-01 9.576999029586200085e-02 4.331534367077760073e-01 1.453604025336699933e-02
-5.860373387189200117e-02 -9.398268339356399825e-02 2.366659189437340105e-01 1.983418093559460027e-01 -2.486961649351500034e-02 1.027860477457020055e-01 -1.033888056302949970e-01 1.305869536984340107e-01 3.791273570334040000e-01 1.145398109207799997e-02
